book_isbn,avg_rating,five_rating,four_rating,three_rating,two_rating,one_rating
052595127X,4.2,51,29,11,5,4
0446672211,4.4,63,22,6,4,5
006075995X,4.0,54,20,9,6,11
0802130208,4.2,64,13,7,6,10
0517189607,4.6,75,16,5,1,3
1401308589,4.2,61,20,8,5,6
0385534639,4.3,60,20,10,6,4
0316098337,4.3,57,24,10,5,4
0385351836,3.9,48,21,12,8,11
0804138141,4.5,70,19,6,2,3
0062268341,4.1,56,19,12,7,6
1594206279,4.3,60,23,10,4,3
0307265749,4.0,43,31,17,6,3
0618101365,4.4,61,24,8,4,3
067003777X,3.7,39,23,16,12,10
0812995228,2.8,17,15,24,21,23
0307592839,3.5,36,22,16,13,13
1842430351,4.5,73,12,7,3,5
1400065453,4.2,56,24,11,4,5
0061928127,3.9,40,30,15,9,6
0399159347,4.3,51,32,11,4,2
0062049801,3.9,41,27,16,9,7
0679735771,3.7,44,21,11,7,17
0374214913,4.1,47,29,14,6,4
0450040186,4.7,78,15,4,2,1
0345370775,4.6,75,18,4,1,2
006621131X,4.4,65,18,8,5,4
1250077001,4.5,78,8,4,5,5
0804139024,4.6,74,18,4,2,2
1476746583,4.6,72,18,6,2,2
1594633665,4.0,45,29,14,6,6
1476738017,4.6,76,17,4,2,1
0140042598,3.9,52,17,11,9,11
0739326228,4.4,68,18,7,4,3
0439554934,4.8,86,9,3,1,1
1400069289,4.5,65,23,7,3,2
1416524797,4.0,50,23,12,7,8
0141439661,4.3,62,20,10,3,5
0385732554,4.3,57,26,10,3,4
0143038419,3.7,49,16,9,8,18
0060929871,4.2,55,25,10,6,4
0142437204,4.4,68,17,7,3,5
0618346252,4.6,81,9,4,3,3
0316166685,3.9,47,24,12,9,8
0316160199,4.3,64,16,9,5,6
0061120081,4.7,82,11,3,2,2
0316769177,4.0,56,16,10,8,10
0743273567,4.2,58,22,10,5,5
0060513039,4.9,92,5,1,1,1
0452284244,4.4,66,22,7,2,3
0142000671,4.4,63,23,8,3,3
0061122416,4.4,70,14,7,4,5
0385333846,4.2,59,21,10,5,5
0349113912,4.1,56,21,9,7,7
0060531045,4.2,64,12,8,7,9
1844543021,0.0,0,0,0,0,0
0061783188,4.3,52,29,15,3,1
0061583219,4.5,69,18,7,5,1
0061583073,4.6,68,23,7,1,1
0061245097,4.6,71,21,6,2,0
0061245089,4.4,66,20,8,3,3
0061894575,4.5,68,21,6,4,1
0330371231,4.7,76,18,3,1,2
0312966970,4.6,70,22,6,1,1
0312966091,4.5,68,24,4,2,2
1401323820,4.2,49,30,13,4,4
0140255559,4.5,64,28,6,1,1
031294795X,4.3,60,19,16,4,1
0061958034,4.4,56,29,10,4,1
0142302082,4.5,55,38,5,2,0
9351772845,0.0,0,0,0,0,0
1609452860,4.6,76,13,7,2,2
0812920236,4.8,80,20,0,0,0
0441569595,4.0,53,19,12,9,7
0553803719,4.3,62,20,9,5,4
0441788386,4.1,58,14,12,9,7
0340839937,4.5,73,13,6,4,4
0812550706,4.6,72,18,6,2,2
0345391802,4.4,69,16,7,4,4
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0451524934,4.5,71,17,7,2,3
0618346252,4.6,81,9,4,3,3
0679879242,4.5,72,15,6,3,4
0618260307,4.7,81,13,3,1,2
0316346624,4.2,53,27,10,5,5
0061234001,4.1,49,29,12,6,4
0679745580,4.5,67,22,7,2,2
0553296981,4.6,74,16,5,2,3
0425172902,4.5,71,18,5,3,3
030734813X,4.6,89,0,5,0,6
0446677388,4.3,63,21,8,3,5
0805092641,4.2,54,29,9,4,4
031232118X,4.1,54,22,10,6,8
0767905202,4.0,47,30,10,5,8
0143035479,3.6,34,26,16,12,12
0440241413,4.2,56,23,8,6,7
0312291639,3.6,35,28,15,11,11
006075995X,4.0,54,20,9,6,11
014028009X,4.1,53,23,11,7,6
0307275558,3.0,20,22,19,18,21
0553380958,4.1,53,24,11,7,5
0965818675,4.0,56,17,10,8,9
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0142437204,4.4,68,17,7,3,5
0316015849,4.1,65,11,7,5,12
0679783261,4.5,72,14,6,3,5
0440242940,4.6,78,10,5,3,4
0385486804,4.1,50,29,12,5,4
0752864327,4.2,55,24,10,5,6
0553384287,4.4,62,24,7,4,3
853592468x,0.0,0,0,0,0,0
8072530720,4.0,0,100,0,0,0
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0142437204,4.4,68,17,7,3,5
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0375826696,4.0,56,16,9,7,12
0679879242,4.5,72,15,6,3,4
0618346252,4.6,81,9,4,3,3
0618260307,4.7,81,13,3,1,2
0439554934,4.8,86,9,3,1,1
1594480001,4.6,73,17,5,3,2
0142001740,4.4,63,21,8,4,4
0316166685,3.9,47,24,12,9,8
0739326228,4.4,68,18,7,4,3
0141439475,4.2,56,23,11,4,6
0143039954,4.4,70,15,6,3,6
0142437174,4.3,63,20,7,3,7
0140283331,4.0,50,24,12,6,8
0743477111,4.2,64,22,0,0,14
0142000671,4.4,63,23,8,3,3
0440498058,4.3,65,18,9,3,5
0312291639,3.6,35,28,15,11,11
031232118X,4.1,54,22,10,6,8
0307275558,3.0,20,22,19,18,21
0345391802,4.4,69,16,7,4,4
0552995878,4.1,49,31,10,4,6
0345418263,4.4,70,14,8,4,4
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0965818675,4.0,56,17,10,8,9
0385494785,4.5,69,21,6,2,2
0553296981,4.6,74,16,5,2,3
0450040186,4.7,78,15,4,2,1
0307277674,3.8,49,17,11,9,14
0767900383,3.5,37,22,14,13,14
0143037145,3.3,26,22,21,18,13
0143038419,3.7,49,16,9,8,18
0451525264,4.7,82,11,4,1,2
0451529308,4.4,69,16,7,3,5
0385333846,4.2,59,21,10,5,5
0743273567,4.2,58,22,10,5,5
0060515112,4.4,62,25,5,7,1
0060972459,3.7,44,22,10,9,15
0060935227,4.6,69,26,2,0,3
0060764899,4.7,80,12,4,2,2
0440238153,4.1,59,14,10,7,10
0679879250,4.4,68,18,7,3,4
0679879242,4.5,72,15,6,3,4
0140042598,3.9,52,17,11,9,11
0853235759,0.0,0,0,0,0,0
0440240948,3.5,39,21,11,10,19
159184312X,4.3,58,23,10,6,3
0385339542,4.6,65,25,9,1,0
0007201788,4.7,74,20,4,1,1
0385339526,4.6,68,23,6,2,1
0440243904,4.6,70,23,5,0,2
0446563048,4.5,70,22,4,2,2
0316017922,4.4,61,24,8,3,4
0316346624,4.2,53,27,10,5,5
1591843790,4.4,70,15,8,4,3
159184021X,4.1,52,25,9,6,8
000727114X,4.7,73,24,2,0,1
1594487715,4.2,57,22,14,4,3
0385524943,4.3,62,19,10,5,4
0140296662,4.3,53,35,6,4,2
0060920432,4.1,57,18,10,8,7
0066620996,4.4,66,19,7,4,4
0316017922,4.4,61,24,8,3,4
0140296662,4.3,53,35,6,4,2
0316346624,4.2,53,27,10,5,5
0060920432,4.1,57,18,10,8,7
0066620996,4.4,66,19,7,4,4
1591843790,4.4,70,15,8,4,3
159184021X,4.1,52,25,9,6,8
1594487715,4.2,57,22,14,4,3
1594487804,3.8,44,26,11,7,12
0307592839,3.5,36,22,16,13,13
0297851373,4.0,31,41,24,4,0
1416586288,4.5,67,22,8,2,1
1594487871,3.9,41,32,12,9,6
0615424686,4.4,59,27,9,3,2
0060256656,4.5,81,6,3,2,8
0385732554,4.3,57,26,10,3,4
031606792X,3.8,55,12,8,8,17
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0439358078,4.5,71,16,7,4,2
0439785960,4.5,71,15,7,4,3
0439139600,4.8,86,9,3,1,1
043965548X,4.8,85,9,3,1,2
0545010225,4.8,85,9,3,1,2
0439064864,4.7,80,13,4,1,2
006075995X,4.0,54,20,9,6,11
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0553380958,4.1,53,24,11,7,5
0441569595,4.0,53,19,12,9,7
0553803719,4.3,62,20,9,5,4
0441788386,4.1,58,14,12,9,7
0340839937,4.5,73,13,6,4,4
0060786507,4.3,60,21,9,5,5
0316166685,3.9,47,24,12,9,8
0385333846,4.2,59,21,10,5,5
0312374046,3.2,17,31,21,17,14
1785040448,4.4,68,16,7,4,5
0060531045,4.2,64,12,8,7,9
0743477111,4.2,64,22,0,0,14
0140283331,4.0,50,24,12,6,8
0143039954,4.4,70,15,6,3,6
0141439475,4.2,56,23,11,4,6
0142437247,4.1,59,16,11,6,8
0307277674,3.8,49,17,11,9,14
0446677388,4.3,63,21,8,3,5
0452281903,4.7,82,10,3,1,4
1558745157,4.8,83,12,3,1,1
1558743669,4.6,80,12,4,1,3
0399155341,4.7,81,12,3,2,2
1451620748,4.4,64,19,9,6,2
0821419366,0.0,0,0,0,0,0
1449526055,5.0,100,0,0,0,0
1463763271,0.0,0,0,0,0,0
1581342365,4.9,92,8,0,0,0
0891079734,4.8,83,17,0,0,0
0307886263,4.3,59,24,11,4,2
0142437174,4.3,63,20,7,3,7
0140439188,4.7,78,15,5,0,2
0670018236,4.3,62,21,6,4,7
0679736891,3.1,33,9,25,0,33
1419701762,3.8,39,26,17,11,7
0743482832,4.4,71,13,7,6,3
1416928170,4.7,78,15,5,1,1
0062268341,4.1,56,19,12,7,6
0743297334,3.8,45,20,15,9,11
0822564432,4.6,68,23,9,0,0
0195110099,4.6,75,12,13,0,0
0679879242,4.5,72,15,6,3,4
0618346252,4.6,81,9,4,3,3
0375826696,4.0,56,16,9,7,12
0316015849,4.1,65,11,7,5,12
0679783261,4.5,72,14,6,3,5
0965818675,4.0,56,17,10,8,9
0142437204,4.4,68,17,7,3,5
0553816713,4.3,67,14,6,4,9
0141439661,4.3,62,20,10,3,5
0446675539,4.8,87,7,3,1,2
0345418263,4.4,70,14,8,4,4
0552995878,4.1,49,31,10,4,6
0440242940,4.6,78,10,5,3,4
0451524934,4.5,71,17,7,2,3
0307347974,4.4,63,20,10,7,0
0060929871,4.2,55,25,10,6,4
0345391802,4.4,69,16,7,4,4
0812550706,4.6,72,18,6,2,2
0553803719,4.3,62,20,9,5,4
0553296981,4.6,74,16,5,2,3
0743477545,4.4,69,17,7,3,4
0345518195,3.6,44,13,20,10,13
0060929871,4.2,55,25,10,6,4
1423121317,4.5,63,30,5,2,0
1423121309,4.4,55,35,8,2,0
0441018238,4.6,77,13,4,2,4
0312650248,4.1,59,14,12,7,8
1442403543,4.4,64,19,11,4,2
159995334X,4.0,54,19,8,7,12
0316068047,4.4,66,20,7,3,4
0767905180,3.5,36,21,15,12,16
0767905202,4.0,47,30,10,5,8
031232118X,4.1,54,22,10,6,8
0440241413,4.2,56,23,8,6,7
0307275558,3.0,20,22,19,18,21
014028009X,4.1,53,23,11,7,6
0345418263,4.4,70,14,8,4,4
0553816713,4.3,67,14,6,4,9
0965818675,4.0,56,17,10,8,9
0316015849,4.1,65,11,7,5,12
0375826696,4.0,56,16,9,7,12
0618346252,4.6,81,9,4,3,3
0439554934,4.8,86,9,3,1,1
0061974552,4.5,68,21,7,3,1
0441019714,3.9,51,19,11,11,8
073872582X,3.5,13,42,31,10,4
1423121325,4.4,55,32,10,2,1
0062002325,4.2,48,32,13,5,2
0373210183,4.6,69,23,6,1,1
0373210132,4.4,57,29,11,2,1
006075995X,4.0,54,20,9,6,11
014028009X,4.1,53,23,11,7,6
0552995878,4.1,49,31,10,4,6
0553816713,4.3,67,14,6,4,9
0142437204,4.4,68,17,7,3,5
0965818675,4.0,56,17,10,8,9
0679783261,4.5,72,14,6,3,5
0316015849,4.1,65,11,7,5,12
0385486804,4.1,50,29,12,5,4
0553296981,4.6,74,16,5,2,3
1594480001,4.6,73,17,5,3,2
0767900383,3.5,37,22,14,13,14
0143037145,3.3,26,22,21,18,13
0143038419,3.7,49,16,9,8,18
0142001740,4.4,63,21,8,4,4
0739326228,4.4,68,18,7,4,3
0451529308,4.4,69,16,7,3,5
0812550706,4.6,72,18,6,2,2
0307347974,4.4,63,20,10,7,0
0440242940,4.6,78,10,5,3,4
0446675539,4.8,87,7,3,1,2
0141439661,4.3,62,20,10,3,5
0618346252,4.6,81,9,4,3,3
0439554934,4.8,86,9,3,1,1
0385494785,4.5,69,21,6,2,2
0451525264,4.7,82,11,4,1,2
0140449264,4.6,78,11,5,2,4
0743477111,4.2,64,22,0,0,14
0060531045,4.2,64,12,8,7,9
0061122416,4.4,70,14,7,4,5
0142000671,4.4,63,23,8,3,3
0060513039,4.9,92,5,1,1,1
0061120081,4.7,82,11,3,2,2
0781782104,4.5,63,26,7,4,0
1569802475,4.1,60,5,25,0,10
0316176486,3.7,38,23,17,11,11
0345455932,4.2,55,23,15,5,2
0689865392,4.3,56,28,11,2,3
0689865406,4.2,52,28,13,5,2
0689865384,4.3,57,26,9,5,3
0316015849,4.1,65,11,7,5,12
0439244196,4.6,74,19,4,1,2
014038572X,4.6,75,18,4,1,2
0684830493,4.2,60,19,10,5,6
0439236193,4.5,73,17,4,2,4
0061120081,4.7,82,11,3,2,2
0439227143,4.4,64,22,7,3,4
0140283331,4.0,50,24,12,6,8
0345391802,4.4,69,16,7,4,4
0060764899,4.7,80,12,4,2,2
0066238501,4.7,80,12,4,2,2
1572304510,4.5,67,20,8,3,2
1938501160,4.9,91,9,0,0,0
0140449264,4.6,78,11,5,2,4
0765376458,4.4,54,33,10,2,1
0804140561,4.2,42,41,12,3,2
0070660875,4.8,75,25,0,0,0
0413757102,4.2,56,24,8,5,7
0345368584,4.1,62,17,3,8,10
0679457313,3.9,50,19,11,9,11
0060533994,4.3,63,21,6,3,7
0060764899,4.7,80,12,4,2,2
0439023491,4.7,76,18,4,1,1
0439023483,4.6,77,16,4,1,2
0439023513,4.3,62,19,10,5,4
0312997477,4.1,48,30,11,3,8
0979311055,4.6,68,25,7,0,0
0595385125,4.8,82,13,4,1,0
0745640818,3.9,46,36,0,0,18
3499613867,0.0,0,0,0,0,0
0300107609,4.0,35,45,10,5,5
0750923849,5.0,100,0,0,0,0
0452011876,4.2,64,14,8,5,9
0937832383,4.2,73,9,0,0,18
0451528522,4.1,46,33,13,4,4
1400041716,4.4,63,24,8,2,3
0451528816,4.4,73,13,4,2,8
0451527542,4.6,75,17,5,2,1
0553380168,4.4,66,19,8,4,3
0140265473,4.4,69,15,9,3,4
0451528557,4.3,54,27,13,3,3
0140449264,4.6,78,11,5,2,4
0142437174,4.3,63,20,7,3,7
1585421618,4.5,78,11,3,1,7
1567188516,5.0,100,0,0,0,0
0684835193,4.8,75,25,0,0,0
1567181414,4.6,76,13,11,0,0
156718314X,4.6,57,43,0,0,0
1578632412,4.2,50,29,13,4,4
0875428355,3.8,40,10,40,10,0
0806931213,4.0,25,50,25,0,0
0875427197,3.5,50,17,0,0,33
0892811862,4.6,79,7,14,0,0
3822838632,4.6,75,15,5,5,0
1578631130,3.1,44,3,12,0,41
1585092177,5.0,100,0,0,0,0
1904658105,4.0,75,0,0,0,25
1578630002,5.0,100,0,0,0,0
0906362180,1.0,0,0,0,0,100
1573531111,4.1,56,19,12,0,13
1894701151,0.0,0,0,0,0,0
1870450361,4.5,50,50,0,0,0
1567183247,4.3,69,16,0,9,6
091912366X,4.5,50,50,0,0,0
0449213943,4.6,75,16,5,2,2
076072850X,4.2,53,27,10,4,6
0590456326,4.6,72,14,14,0,0
0866119523,3.0,0,0,100,0,0
0805093079,4.1,65,14,4,2,15
0385732554,4.3,57,26,10,3,4
0192840398,4.5,74,10,11,5,0
0307269981,4.5,68,20,7,3,2
0307269752,4.0,50,24,10,7,9
0451205766,4.7,82,12,4,1,1
0140185852,4.3,57,24,13,4,2
3746611091,4.3,58,26,2,11,3
0140447539,4.8,81,16,0,3,0
0822019787,0.0,0,0,0,0,0
0486434095,4.2,41,39,18,0,2
0143058142,4.3,65,16,9,4,6
0099468387,3.6,29,33,16,12,10
0553213695,4.0,51,22,12,7,8
0679736379,4.2,62,14,11,6,7
0142000655,4.6,78,13,5,2,2
0312265050,4.0,50,25,8,9,8
0571166938,4.5,64,30,4,0,2
0393970124,4.4,62,21,10,3,4
0552992097,4.1,55,19,11,9,6
0345915593,4.3,65,17,7,6,5
0552135399,4.4,71,14,6,5,4
0385333846,4.2,59,21,10,5,5
030726999X,4.5,71,19,6,3,1
0786226749,4.3,60,24,9,3,4
1423119924,4.3,70,13,5,3,9
0786838655,4.7,78,16,4,1,1
0743454537,4.2,57,22,9,6,6
0316160199,4.3,64,16,9,5,6
0553296981,4.6,74,16,5,2,3
0316160202,4.4,70,14,7,4,5
0439554934,4.8,86,9,3,1,1
0316015849,4.1,65,11,7,5,12
0143038095,4.2,56,28,7,3,6
0143039954,4.4,70,15,6,3,6
0142437174,4.3,63,20,7,3,7
0140283331,4.0,50,24,12,6,8
0743477111,4.2,64,22,0,0,14
0061120081,4.7,82,11,3,2,2
0965818675,4.0,56,17,10,8,9
0375826696,4.0,56,16,9,7,12
0553816713,4.3,67,14,6,4,9
0439064864,4.7,80,13,4,1,2
0679783261,4.5,72,14,6,3,5
0439358078,4.5,71,16,7,4,2
0439139600,4.8,86,9,3,1,1
031606792X,3.8,55,12,8,8,17
0439785960,4.5,71,15,7,4,3
043965548X,4.8,85,9,3,1,2
0545010225,4.8,85,9,3,1,2
0307277674,3.8,49,17,11,9,14
0143037145,3.3,26,22,21,18,13
0143038419,3.7,49,16,9,8,18
0142001740,4.4,63,21,8,4,4
0316166685,3.9,47,24,12,9,8
0739326228,4.4,68,18,7,4,3
0451525264,4.7,82,11,4,1,2
0141439602,4.3,62,20,9,4,5
0061122416,4.4,70,14,7,4,5
0439064864,4.7,80,13,4,1,2
0439358078,4.5,71,16,7,4,2
0439785960,4.5,71,15,7,4,3
0439139600,4.8,86,9,3,1,1
043965548X,4.8,85,9,3,1,2
0545010225,4.8,85,9,3,1,2
0439554934,4.8,86,9,3,1,1
031606792X,3.8,55,12,8,8,17
0316160202,4.4,70,14,7,4,5
0316160199,4.3,64,16,9,5,6
0316015849,4.1,65,11,7,5,12
1416983090,4.6,74,18,5,1,2
1416983082,4.1,58,16,12,6,8
1416974504,4.4,62,22,9,5,2
0142406252,4.6,74,17,6,2,1
0440905605,4.1,49,29,11,3,8
0143038419,3.7,49,16,9,8,18
1416583408,3.7,43,20,12,14,11
0375509321,4.0,48,19,18,9,6
0060954906,4.4,66,20,4,4,6
1250051894,4.0,39,33,18,8,2
0812513363,4.7,67,33,0,0,0
0879975601,5.0,100,0,0,0,0
0812547527,4.1,75,0,0,12,13
0441123112,3.8,0,83,17,0,0
0451528522,4.1,46,33,13,4,4
0198611129,3.7,48,15,10,11,16
044900371X,3.7,39,25,16,7,13
015101406X,4.2,48,34,9,6,3
0452281253,4.1,56,21,11,5,7
0451191153,4.2,64,15,8,4,9
0618640150,4.6,81,9,4,3,3
0618260307,4.7,81,13,3,1,2
0316769177,4.0,56,16,10,8,10
0192123173,4.2,58,22,8,4,8
0140439072,4.4,64,21,11,1,3
0192123092,4.6,70,23,5,1,1
0192835084,4.5,69,23,0,0,8
0451528557,4.3,54,27,13,3,3
1420925539,4.4,60,27,8,3,2
0192802631,4.4,67,18,8,4,3
0679771832,4.7,85,8,2,1,4
1401323251,4.6,78,12,5,2,3
0198611129,3.7,48,15,10,11,16
0393338827,4.4,67,21,5,2,5
0393324818,4.5,66,24,7,1,2
0393338096,4.2,53,28,10,4,5
0961496096,4.9,93,7,0,0,0
0874803632,0.0,0,0,0,0,0
0941214567,0.0,0,0,0,0,0
0553384287,4.4,62,24,7,4,3
0446677388,4.3,63,21,8,3,5
0425172902,4.5,71,18,5,3,3
0752864327,4.2,55,24,10,5,6
0385338600,4.5,69,21,6,2,2
030734813X,4.6,89,0,5,0,6
0099446782,4.7,77,17,4,1,1
1594480001,4.6,73,17,5,3,2
0450040186,4.7,78,15,4,2,1
0307277674,3.8,49,17,11,9,14
0767900383,3.5,37,22,14,13,14
0143037145,3.3,26,22,21,18,13
0312422156,4.3,61,20,9,5,5
0143038095,4.2,56,28,7,3,6
0060786507,4.3,60,21,9,5,5
0143038419,3.7,49,16,9,8,18
0349113912,4.1,56,21,9,7,7
0385333846,4.2,59,21,10,5,5
0061122416,4.4,70,14,7,4,5
0060513039,4.9,92,5,1,1,1
0316769177,4.0,56,16,10,8,10
0060513039,4.9,92,5,1,1,1
088144071X,5.0,100,0,0,0,0
1416914633,4.3,64,18,7,3,8
0312642970,4.8,83,15,2,0,0
0312642962,4.7,74,21,4,1,0
0312641893,4.6,67,26,5,1,1
0385537859,4.0,44,26,18,7,5
0316077054,4.4,60,25,11,3,1
0753416492,4.0,40,40,0,20,0
0316077054,4.4,60,25,11,3,1
0753416492,4.0,40,40,0,20,0
0671027344,4.5,70,18,6,3,3
0439785960,4.5,71,15,7,4,3
0439139600,4.8,86,9,3,1,1
043965548X,4.8,85,9,3,1,2
0439554934,4.8,86,9,3,1,1
0316015849,4.1,65,11,7,5,12
0143038419,3.7,49,16,9,8,18
0553280422,4.7,79,12,6,1,2
055338273X,4.3,53,29,12,6,0
0892290021,4.2,56,23,10,4,7
0316677469,2.7,19,15,14,21,31
1600104835,4.7,76,20,1,2,1
0609810405,3.4,29,25,14,14,14
1416950052,4.4,68,16,8,4,4
1416903542,4.3,64,20,6,4,6
0316098337,4.3,57,24,10,5,4
014028009X,4.1,53,23,11,7,6
0553212737,4.5,72,14,6,3,5
0767901576,4.6,77,14,4,3,2
0679724516,4.3,65,16,8,5,6
0345540875,4.6,69,23,6,1,1
0307592731,4.3,60,24,8,4,4
0743428188,4.1,49,28,12,8,3
1423113381,4.4,67,21,6,3,3
1423140591,4.8,83,13,2,1,1
0982266707,4.1,60,15,7,10,8
0373210361,4.6,69,23,5,2,1
0743431685,3.9,35,33,23,8,1
0670861804,3.9,29,57,0,0,14
030734813X,4.6,89,0,5,0,6
0307277674,3.8,49,17,11,9,14
0142437247,4.1,59,16,11,6,8
0316015849,4.1,65,11,7,5,12
1416524797,4.0,50,23,12,7,8
286610000X,0.0,0,0,0,0,0
0345476999,4.3,55,28,10,4,3
0060530928,4.5,68,22,6,2,2
0747263744,4.1,54,21,12,7,6
